national_number,gen,Name,primary_type,secondary_type,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,gigantamax,mega_evolution,mega_evolution_alt
376,III,Metagross,steel,psychic,,,1.6,550.0,3,10240,80,135,130,95,90,70,Clear Body,,,Light Metal,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0,0,0,,Mega Metagross,
377,III,Regirock,rock,,,,1.7,230.0,3,20480,80,100,200,50,100,50,Clear Body,,,Sturdy,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,0,0,,,
378,III,Regice,ice,,,,1.8,175.0,3,20480,80,50,100,100,200,50,Clear Body,,,Ice Body,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1,0,0,,,
379,III,Registeel,steel,,,,1.9,205.0,3,20480,80,75,150,75,150,50,Clear Body,,,Light Metal,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1,0,0,,,
380,III,Latias,dragon,psychic,0,100,1.4,40.0,3,30720,80,80,90,110,130,110,Levitate,,,,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1,0,0,,Mega Latias,
381,III,Latios,dragon,psychic,100,0,2.0,60.0,3,30720,80,90,80,130,110,110,Levitate,,,,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1,0,0,,Mega Latios,
382,III,Kyogre,water,,,,4.5,352.0,3,30720,100,100,90,150,140,90,Drizzle,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1,0,,,
383,III,Groudon,ground,,,,3.5,950.0,3,30720,100,150,140,100,90,90,Drought,,,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1,0,,,
384,III,Rayquaza,dragon,flying,,,7.0,206.5,45,30720,105,150,90,150,90,95,Air Lock,,,,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,0,1,0,,Mega Rayquaza,
385,III,Jirachi,steel,psychic,,,0.3,1.1,3,30720,100,100,100,100,100,100,Serene Grace,,,,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0,0,1,,,
386,III,Deoxys,psychic,,,,1.7,60.8,3,30720,50,150,50,150,50,150,Pressure,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,1,,,
387,IV,Turtwig,grass,,88.1,11.9,0.4,10.2,45,5120,55,68,64,45,55,31,Overgrow,,,Shell Armor,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
388,IV,Grotle,grass,,88.1,11.9,1.1,97.0,45,5120,75,89,85,55,65,36,Overgrow,,,Shell Armor,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
389,IV,Torterra,grass,ground,88.1,11.9,2.2,310.0,45,5120,95,109,105,75,85,56,Overgrow,,,Shell Armor,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
390,IV,Chimchar,fire,,88.1,11.9,0.5,6.2,45,5120,44,58,44,58,44,61,Blaze,,,Iron Fist,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
391,IV,Monferno,fire,fighting,88.1,11.9,0.9,22.0,45,5120,64,78,52,78,52,81,Blaze,,,Iron Fist,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0,0,0,,,
392,IV,Infernape,fire,fighting,88.1,11.9,1.2,55.0,45,5120,76,104,71,104,71,108,Blaze,,,Iron Fist,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0,0,0,,,
393,IV,Piplup,water,,88.1,11.9,0.4,5.2,45,5120,53,51,53,61,56,40,Torrent,,,Defiant,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
394,IV,Prinplup,water,,88.1,11.9,0.8,23.0,45,5120,64,66,68,81,76,50,Torrent,,,Defiant,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
395,IV,Empoleon,water,steel,88.1,11.9,1.7,84.5,45,5120,84,86,88,111,101,60,Torrent,,,Defiant,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0,0,0,,,
396,IV,Starly,normal,flying,50,50,0.3,2.0,255,3840,40,55,30,30,30,60,Keen Eye,,,Reckless,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
397,IV,Staravia,normal,flying,50,50,0.6,15.5,120,3840,55,75,50,40,40,80,Intimidate,,,Reckless,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
398,IV,Staraptor,normal,flying,50,50,1.2,24.9,45,3840,85,120,70,50,60,100,Intimidate,,,Reckless,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
399,IV,Bidoof,normal,,50,50,0.5,20.0,255,3840,59,45,40,35,40,31,Simple,Unaware,,Moody,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
400,IV,Bibarel,normal,water,50,50,1.0,31.5,127,3840,79,85,60,55,60,71,Simple,Unaware,,Moody,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0,0,0,,,
401,IV,Kricketot,bug,,50,50,0.3,2.2,255,3840,37,25,41,25,41,25,Shed Skin,,,Run Away,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
402,IV,Kricketune,bug,,50,50,1.0,25.5,45,3840,77,85,51,55,51,65,Swarm,,,Technician,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
403,IV,Shinx,electric,,50.2,49.8,0.5,9.5,235,5120,45,65,34,40,34,45,Rivalry,Intimidate,,Guts,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
404,IV,Luxio,electric,,50.2,49.8,0.9,30.5,120,5120,60,85,49,60,49,60,Rivalry,Intimidate,,Guts,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
405,IV,Luxray,electric,,50.2,49.8,1.4,42.0,45,5120,80,120,79,95,79,70,Rivalry,Intimidate,,Guts,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
406,IV,Budew,grass,poison,50.2,49.8,0.2,1.2,255,5120,40,30,35,50,70,55,Natural Cure,Poison Point,,Leaf Guard,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,,,
407,IV,Roserade,grass,poison,50.2,49.8,0.9,14.5,75,5120,60,70,65,125,105,90,Natural Cure,Poison Point,,Technician,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,,,
408,IV,Cranidos,rock,,88.1,11.9,0.9,31.5,45,7680,67,125,40,30,30,58,Mold Breaker,,,Sheer Force,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
409,IV,Rampardos,rock,,88.1,11.9,1.6,102.5,45,7680,97,165,60,65,50,58,Mold Breaker,,,Sheer Force,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
410,IV,Shieldon,rock,steel,88.1,11.9,0.5,57.0,45,7680,30,42,118,42,88,30,Sturdy,,,Soundproof,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0,0,0,,,
411,IV,Bastiodon,rock,steel,88.1,11.9,1.3,149.5,45,7680,60,52,168,47,138,30,Sturdy,,,Soundproof,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0,0,0,,,
412,IV,Burmy,bug,,50,50,0.2,3.4,120,3840,40,29,45,29,45,36,Shed Skin,,,Overcoat,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
413,IV,Wormadam,bug,grass,0,100,0.5,6.5,45,3840,60,59,85,79,105,36,Anticipation,,,Overcoat,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
414,IV,Mothim,bug,flying,100,0,0.9,23.3,45,3840,70,94,50,94,50,66,Swarm,,,Tinted Lens,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
415,IV,Combee,bug,flying,88.14,11.86,0.3,5.5,120,3840,30,30,42,30,42,70,Honey Gather,,,Hustle,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
416,IV,Vespiquen,bug,flying,0,100,1.2,38.5,45,3840,70,80,102,80,102,40,Pressure,,,Unnerve,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
417,IV,Pachirisu,electric,,50,50,0.4,3.9,200,2560,60,45,70,45,90,95,Run Away,Pickup,,Volt Absorb,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
418,IV,Buizel,water,,50,50,0.7,29.5,190,5120,55,65,35,60,30,85,Swift Swim,,,Water Veil,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
419,IV,Floatzel,water,,50,50,1.1,33.5,75,5120,85,105,55,85,50,115,Swift Swim,,,Water Veil,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
420,IV,Cherubi,grass,,50.2,49.8,0.4,3.3,190,5120,45,35,45,62,53,35,Chlorophyll,,,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
421,IV,Cherrim,grass,,50.2,49.8,0.5,9.3,75,5120,70,60,70,87,78,85,Flower Gift,,,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
422,IV,Shellos,water,,50.2,49.8,0.3,6.3,190,5120,76,48,48,57,62,34,Sticky Hold,Storm Drain,,Sand Force,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
423,IV,Gastrodon,water,ground,50.2,49.8,0.9,29.9,75,5120,111,83,68,92,82,39,Sticky Hold,Storm Drain,,Sand Force,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
424,IV,Ambipom,normal,,50,50,1.2,20.3,45,5120,75,100,66,60,66,115,Technician,Pickup,,Skill Link,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
425,IV,Drifloon,ghost,flying,50.2,49.8,0.4,1.2,125,7680,90,50,34,60,44,70,Aftermath,Unburden,,Flare Boost,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
426,IV,Drifblim,ghost,flying,50.2,49.8,1.2,15.0,60,7680,150,80,44,90,54,80,Aftermath,Unburden,,Flare Boost,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
427,IV,Buneary,normal,,50.2,49.8,0.4,5.5,190,5120,55,66,44,44,56,85,Run Away,Klutz,,Limber,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
428,IV,Lopunny,normal,,50.2,49.8,1.2,33.3,60,5120,65,76,84,54,96,105,Cute Charm,Klutz,,Limber,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,Mega Lopunny,
429,IV,Mismagius,ghost,,50,50,0.9,4.4,45,6400,60,60,60,105,105,105,Levitate,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
430,IV,Honchkrow,dark,flying,50,50,0.9,27.3,30,5120,100,125,52,105,52,71,Insomnia,Super Luck,,Moxie,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
431,IV,Glameow,normal,,24.6,75.4,0.5,3.9,190,5120,49,55,42,42,37,85,Limber,Own Tempo,,Keen Eye,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
432,IV,Purugly,normal,,24.6,75.4,1.0,43.8,75,5120,71,82,64,64,59,112,Thick Fat,Own Tempo,,Defiant,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
433,IV,Chingling,psychic,,50,50,0.2,0.6,120,6400,45,30,50,65,50,45,Levitate,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
434,IV,Stunky,poison,dark,50.2,49.8,0.4,19.2,225,5120,63,63,47,41,41,74,Stench,Aftermath,,Keen Eye,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0,0,0,,,
435,IV,Skuntank,poison,dark,50.2,49.8,1.0,38.0,60,5120,103,93,67,71,61,84,Stench,Aftermath,,Keen Eye,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0,0,0,,,
436,IV,Bronzor,steel,psychic,,,0.5,60.5,255,5120,57,24,86,24,86,23,Levitate,Heatproof,,Heavy Metal,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0,0,0,,,
437,IV,Bronzong,steel,psychic,,,1.3,187.0,90,5120,67,89,116,79,116,33,Levitate,Heatproof,,Heavy Metal,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0,0,0,,,
438,IV,Bonsly,rock,,50.2,49.8,0.5,15.0,255,5120,50,80,95,10,45,10,Sturdy,Rock Head,,Rattled,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
439,IV,Mime Jr.,psychic,fairy,50.2,49.8,0.6,13.0,145,6400,20,25,45,70,90,60,Soundproof,Filter,,Technician,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0,0,0,,,
440,IV,Happiny,normal,,0,100,0.6,24.4,130,10240,100,5,5,15,65,30,Natural Cure,Serene Grace,,Friend Guard,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
441,IV,Chatot,normal,flying,50,50,0.5,1.9,30,5120,76,65,45,92,42,91,Keen Eye,Tangled Feet,,Big Pecks,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
442,IV,Spiritomb,ghost,dark,50.2,49.8,1.0,108.0,100,7680,50,92,108,92,108,35,Pressure,,,Infiltrator,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0,,,
443,IV,Gible,dragon,ground,50.2,49.8,0.7,20.5,45,10240,58,70,45,40,45,42,Sand Veil,,,Rough Skin,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0,0,0,,,
444,IV,Gabite,dragon,ground,50.2,49.8,1.4,56.0,45,10240,68,90,65,50,55,82,Sand Veil,,,Rough Skin,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0,0,0,,,
445,IV,Garchomp,dragon,ground,50.2,49.8,1.9,95.0,45,10240,108,130,95,80,85,102,Sand Veil,,,Rough Skin,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0,0,0,,Mega Garchomp,
446,IV,Munchlax,normal,,88.14,11.86,0.6,105.0,50,10240,135,85,40,40,85,5,Pickup,Thick Fat,,Gluttony,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
447,IV,Riolu,fighting,,88.14,11.86,0.7,20.2,75,6400,40,70,40,35,40,60,Steadfast,Inner Focus,,Prankster,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
448,IV,Lucario,fighting,steel,88.14,11.86,1.2,54.0,45,6400,70,110,70,115,70,90,Steadfast,Inner Focus,,Justified,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,0,0,0,,Mega Lucario,
449,IV,Hippopotas,ground,,50.2,49.8,0.8,49.5,140,7680,68,72,78,38,42,32,Sand Stream,,,Sand Force,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
450,IV,Hippowdon,ground,,50.2,49.8,2.0,300.0,60,7680,108,112,118,68,72,47,Sand Stream,,,Sand Force,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
451,IV,Skorupi,poison,bug,50.2,49.8,0.8,12.0,120,5120,40,50,90,30,55,65,Battle Armor,Sniper,,Keen Eye,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0,0,0,,,
452,IV,Drapion,poison,dark,50.2,49.8,1.3,61.5,45,5120,70,90,110,60,75,95,Battle Armor,Sniper,,Keen Eye,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0,0,0,,,
453,IV,Croagunk,poison,fighting,50.2,49.8,0.7,23.0,140,2560,48,61,40,61,40,50,Anticipation,Dry Skin,,Poison Touch,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,0,0,0,,,
454,IV,Toxicroak,poison,fighting,50.2,49.8,1.3,44.4,75,5120,83,106,65,86,65,85,Anticipation,Dry Skin,,Poison Touch,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,0,0,0,,,
455,IV,Carnivine,grass,,50,50,1.4,27.0,200,6400,74,100,72,90,72,46,Levitate,,,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
456,IV,Finneon,water,,50,50,0.4,7.0,190,5120,49,49,56,49,61,66,Swift Swim,Storm Drain,,Water Veil,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
457,IV,Lumineon,water,,50,50,1.2,24.0,75,5120,69,69,76,69,86,91,Swift Swim,Storm Drain,,Water Veil,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
458,IV,Mantyke,water,flying,50.2,49.8,1.0,65.0,25,6400,45,20,50,60,120,50,Swift Swim,Water Absorb,,Water Veil,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
459,IV,Snover,grass,ice,50.2,49.8,1.0,50.5,120,5120,60,62,50,62,60,40,Snow Warning,,,Soundproof,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
460,IV,Abomasnow,grass,ice,50.2,49.8,2.2,135.5,60,5120,90,92,75,92,85,60,Snow Warning,,,Soundproof,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,Mega Abomasnow,
461,IV,Weavile,dark,ice,50.2,49.8,1.1,34.0,45,5120,70,120,65,45,85,125,Pressure,,,Pickpocket,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,0,0,0,,,
462,IV,Magnezone,electric,steel,,,1.2,180.0,30,5120,70,70,115,130,90,60,Magnet Pull,Sturdy,,Analytic,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0,0,0,,,
463,IV,Lickilicky,normal,,50.2,49.8,1.7,140.0,30,5120,110,85,95,80,95,50,Own Tempo,Oblivious,,Cloud Nine,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
464,IV,Rhyperior,ground,rock,50.2,49.8,2.4,282.8,30,5120,115,140,130,55,55,40,Lightning Rod,Solid Rock,,Reckless,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
465,IV,Tangrowth,grass,,50.2,49.8,2.0,128.6,30,5120,100,100,125,110,50,50,Chlorophyll,Leaf Guard,,Regenerator,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
466,IV,Electivire,electric,,75.49,24.51,1.8,138.6,30,6400,75,123,67,95,85,95,Motor Drive,,,Vital Spirit,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
467,IV,Magmortar,fire,,75.49,24.51,1.6,68.0,30,6400,75,95,67,125,95,83,Flame Body,,,Vital Spirit,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
468,IV,Togekiss,fairy,flying,88.14,11.86,1.5,38.0,30,2560,85,50,95,120,115,80,Hustle,Serene Grace,,Super Luck,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0,0,0,0,,,
469,IV,Yanmega,bug,flying,50,50,1.9,51.5,30,5120,86,76,86,116,56,95,Speed Boost,Tinted Lens,,Frisk,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
470,IV,Leafeon,grass,,88.14,11.86,1.0,25.5,45,8960,65,110,130,60,65,95,Leaf Guard,,,Chlorophyll,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
